"","price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
"218",61.470001,61.689999,60.139999,60.98,5132800,16.623081,2018-11-09,"AABA",-0.0240077768992344,-0.0240076824583867
"219",61,61.380001,59.110001,59.950001,3759100,16.342306,2018-11-12,"AABA",-0.0168906714705895,-0.0168907674647425
"220",60.130001,62.380001,60.130001,61.209999,9729800,16.68578,2018-11-13,"AABA",0.0210174745228733,0.0210174808837784
"221",62.34,63.23,61.709999,62.279999,9356100,16.977461,2018-11-14,"AABA",0.0174808130036475,0.0174808040758176
"222",62.970001,64.790001,62.540001,64.389999,10395300,17.552645,2018-11-15,"AABA",0.0338792708756626,0.0338792555215039
"223",63.599998,64.260002,63.16,63.59,4806800,17.334566,2018-11-16,"AABA",-0.0124242813547474,-0.0124242741485366
"224",63.029999,63.459999,61.959999,62.220001,3693000,16.961105,2018-11-19,"AABA",-0.0215442947922665,-0.0215442522409184
"225",59.25,61.650002,59.25,60.889999,11318400,16.598549,2018-11-20,"AABA",-0.0213757299421236,-0.0213757952205754
"226",62.110001,62.889999,61.869999,62.150002,4307000,16.942024,2018-11-21,"AABA",0.0206930738343456,0.0206931026554951
"227",61.310001,62.77,61.310001,62.400002,2145700,17.010174,2018-11-23,"AABA",0.00402254181672745,0.00402252601697417
"228",63.5,64.709999,63.209999,64.370003,6167800,17.547194,2018-11-26,"AABA",0.0315705177383843,0.0315705278342779
"229",63.790001,65.099998,63.610001,64.160004,8310000,17.489948,2018-11-27,"AABA",-0.00326240195440952,-0.00326237362455917
"230",64.75,65.489998,64.029999,65.43,8833800,17.836147,2018-11-28,"AABA",0.0197941697711166,0.0197942007609602
"231",65,65.260002,63.52,64.419998,7597400,17.560822,2018-11-29,"AABA",-0.0154363495658563,-0.0154363747516429
"232",64.550003,65.849998,64.519997,65.589996,8624200,17.879763,2018-11-30,"AABA",0.0181620769232784,0.0181620309891968
"233",68.139999,68.639999,66.730003,66.82,8040500,18.215059,2018-12-03,"AABA",0.0187528212762105,0.0187529207960311
"234",66.75,67.199997,64.199997,64.800003,12701500,17.664412,2018-12-04,"AABA",-0.0302303165748736,-0.0302304250224482
"235",62.889999,63.93,62.169998,63.860001,8197300,17.408167,2018-12-06,"AABA",-0.0145062852927117,-0.0145062030321204
"236",63.549999,64.650002,62.470001,63.009998,6677300,17.176458,2018-12-07,"AABA",-0.0133103617399809,-0.0133104131958907
"237",62.700001,62.84,60.950001,62.23,11754600,16.963831,2018-12-10,"AABA",-0.0123789782503472,-0.0123789561142346
"238",63.380001,63.939999,62.23,62.57,5461300,17.056515,2018-12-11,"AABA",0.00546362434287406,0.00546360276394031
"239",63.650002,64,62.669998,62.82,6979300,17.124664,2018-12-12,"AABA",0.00399548207825573,0.00399552501198652
"240",63.34,63.34,62.32,62.759998,5281000,17.108309,2018-12-13,"AABA",-0.000955055234952429,-0.000955141674625848
"241",61.560001,62.439999,60.82,62.009998,8446400,16.903858,2018-12-14,"AABA",-0.0119503920580344,-0.0119502871877083
"242",61.389999,61.630001,59.369999,60.080002,8897800,16.377745,2018-12-17,"AABA",-0.0311238416697537,-0.0311239487541993
"243",60.400002,60.529999,58.779999,59.119999,5660000,16.116049,2018-12-18,"AABA",-0.015978756538217,-0.0159787444747422
"244",58.93,59.330002,57.16,57.700001,9549100,15.728958,2018-12-19,"AABA",-0.0240189763632513,-0.0240189110963956
"245",57.490002,57.919998,56.119999,56.709999,8612500,15.459085,2018-12-20,"AABA",-0.0171577163598504,-0.0171577466697097
"246",57.25,57.52,55.080002,55.650002,13771100,15.170131,2018-12-21,"AABA",-0.0186915331664197,-0.0186915362139224
"247",54.880001,56.529999,54.75,55.709999,5688600,15.186485,2018-12-24,"AABA",0.00107803947111607,0.00107811316880091
"248",56.450001,57.98,55.16,57.900002,5860000,15.783478,2018-12-26,"AABA",0.0393108082614246,0.0393107707648674
"249",56.84,58.040001,56.619999,57.970001,6836300,15.80256,2018-12-27,"AABA",0.00120898575079575,0.00120896368880952
"250",58.209999,58.990002,57.59,58.349998,3846400,15.906147,2018-12-28,"AABA",0.00655507715205639,0.00655506285052487
"251",59.209999,59.209999,57.470001,57.939999,4653800,15.794381,2018-12-31,"AABA",-0.00702659166924591,-0.00702654694178395
